代码	名称	发行总额(亿元)	期限(年)	发行价格	票面利率(发行参考利率)(%)	息票品种	附息利率类型	付息频率	发行日期	起息日期	到期日期	剩余年限(年)	债券信用评级	债券评级类型	债券评级机构	债券评级日期	主体信用评级	主体评级类型	主体评级机构	主体评级日期	担保人	担保方式	是否跨市场	GICS一级行业	GICS二级行业	GICS三级行业	GICS四级行业	发行公告日期	上市公告日期	上市日期	承销方式	发行费率	发行人	发行人类型	交易市场	交易状态	债券类型	省份	城市
011491001.IB	14京能投SCP001	20	0.74	100	4.8	到期一次还本付息	固定利率		2014/5/14	2014/5/16	2015/2/10						AAA	长期信用评级	联合资信评估有限公司	2015/7/23			FALSE	公用事业	公用事业Ⅱ	电力Ⅲ	电力	2014/5/13	2014/5/16	2014/5/19	余额包销		北京能源集团有限责任公司	地方国有企业	银行间债券市场	到期	超短期融资债券	北京	北京市
011490001.IB	14苏交通SCP001	30	0.74	100	4.95	到期一次还本付息	固定利率		2014/5/12	2014/5/13	2015/2/7						AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/8/6			FALSE	工业	运输	交通基础设施	公路与铁路	2014/5/9	2014/5/13	2014/5/14	余额包销		江苏交通控股有限公司	地方国有企业	银行间债券市场	到期	超短期融资债券	江苏省	南京市
058002.IB	05申能债	10	10	100	5.7	附息	浮动利率	1年1次	2005/2/2	2005/2/2	2015/2/2		AAA	长期信用评级	中诚信国际信用评级有限责任公司	2014/5/30	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/28	中国工商银行上海市分行	不可撤销连带责任担保	TRUE	公用事业	公用事业Ⅱ	复合型公用事业Ⅲ	复合型公用事业	2005/2/2	2005/2/17	2005/2/17	余额包销		申能(集团)有限公司	地方国有企业	银行间债券市场	到期	一般企业债	上海	上海市
120501.SH	05申能债	10	10	100	5.7	附息	浮动利率	1年1次	2005/2/2	2005/2/2	2015/2/2		AAA	长期信用评级	中诚信国际信用评级有限责任公司	2014/5/30	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/28	中国工商银行上海市分行	不可撤销连带责任担保	TRUE	公用事业	公用事业Ⅱ	复合型公用事业Ⅲ	复合型公用事业	2005/2/2	2005/7/11	2005/7/18	余额包销		申能(集团)有限公司	地方国有企业	上海证券交易所	到期	一般企业债	上海	上海市
1080016.IB	10顺国资债01	15	5	100	4.91	附息	累进利率	1年1次	2010/2/1	2010/2/1	2015/2/1		AAA	长期信用评级	大公国际资信评估有限公司	2014/7/25	AA+	长期信用评级	大公国际资信评估有限公司	2015/6/26	首钢总公司	不可撤销连带责任担保	FALSE	金融	多元金融	多元金融服务	多领域控股	2010/1/28	2010/3/3	2010/3/4	余额包销		北京市顺义区国有资本经营管理中心	地方国有企业	银行间债券市场	到期	一般企业债	北京	北京市
1082010.IB	10粤交通MTN1	15	5	100	4.69	附息	固定利率	1年1次	2010/1/28	2010/1/29	2015/1/29		AAA	长期信用评级	大公国际资信评估有限公司	2014/7/28	AAA	长期信用评级	大公国际资信评估有限公司	2015/7/23			FALSE	工业	运输	交通基础设施	公路与铁路	2010/1/25	2010/1/29	2010/2/1	余额包销		广东省交通集团有限公司	地方国有企业	银行间债券市场	到期	一般中期票据	广东省	广州市
031490041.IB	14宁城建PPN001	10	1	100	7.1	到期一次还本付息	固定利率		2014/1/27	2014/1/28	2015/1/28						AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/1/30			余额包销		南京市城市建设投资控股(集团)有限责任公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	江苏省	南京市
041463003.IB	14川能投CP001	4	1	100	6.35	到期一次还本付息	固定利率		2014/1/27	2014/1/28	2015/1/28		A-1	短期信用评级	大公国际资信评估有限公司	2014/7/8	AA+	长期信用评级	大公国际资信评估有限公司	2015/7/27			FALSE	公用事业	公用事业Ⅱ	电力Ⅲ	电力	2014/1/21	2014/1/28	2014/1/29	余额包销		四川省能源投资集团有限责任公司	地方国有企业	银行间债券市场	到期	一般短期融资券	四川省	成都市
031490319.IB	14外高桥PPN003	5	0.74	100	5.5	到期一次还本付息	固定利率		2014/4/29	2014/4/30	2015/1/25						AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/7/23			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/5/4			余额包销		上海外高桥资产管理有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	上海	上海市
031490028.IB	14江阴公PPN001	5	1	100	7.6	到期一次还本付息	固定利率		2014/1/23	2014/1/24	2015/1/24						AA	长期信用评级	联合资信评估有限公司	2015/7/29			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/1/27			余额包销		江阴市公有资产经营有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	江苏省	江阴市
031490030.IB	14西基投PPN001	10	1	100	7.3	到期一次还本付息	固定利率		2014/1/23	2014/1/24	2015/1/24						AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/29			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/1/26			余额包销		西安城市基础设施建设投资集团有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	陕西省	西安市
041455002.IB	14绵阳科发CP001	6	1	100	7.1	到期一次还本付息	固定利率		2014/1/23	2014/1/24	2015/1/24		A-1	短期信用评级	联合资信评估有限公司	2014/6/30	AA	长期信用评级	联合资信评估有限公司	2015/7/16			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/1/16	2014/1/24	2014/1/26	余额包销		绵阳科技城发展投资(集团)有限公司	地方国有企业	银行间债券市场	到期	一般短期融资券	四川省	绵阳市
041452003.IB	14云投CP001	10	1	100	6.9	到期一次还本付息	固定利率		2014/1/22	2014/1/23	2015/1/23		A-1	短期信用评级	中诚信国际信用评级有限责任公司	2014/6/25	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/24			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/1/17	2014/1/23	2014/1/24	余额包销		云南省投资控股集团有限公司	地方国有企业	银行间债券市场	到期	一般短期融资券	云南省	昆明市
041459002.IB	14镇城投CP001	7	1	100	7.1	到期一次还本付息	固定利率		2014/1/21	2014/1/23	2015/1/23		A-1	短期信用评级	上海新世纪资信评估投资服务有限公司	2014/6/27	AA+	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/30			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/1/16	2014/1/23	2014/1/24	余额包销		镇江城市建设产业集团有限公司	地方国有企业	银行间债券市场	到期	一般短期融资券	江苏省	镇江市
041469001.IB	14北控集CP001	25	1	100	6	到期一次还本付息	固定利率		2014/1/22	2014/1/23	2015/1/23		A-1	短期信用评级	中诚信国际信用评级有限责任公司	2014/7/21	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/1/17	2014/1/23	2014/1/24	余额包销		北京控股集团有限公司	地方国有企业	银行间债券市场	到期	一般短期融资券	北京	北京市
011484003.IB	14宁沪高SCP003	4	0.41	100	4.8	到期一次还本付息	固定利率		2014/8/22	2014/8/25	2015/1/22						AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/3			FALSE	工业	运输	交通基础设施	公路与铁路	2014/8/21	2014/8/25	2014/8/26	余额包销		江苏宁沪高速公路股份有限公司	地方国有企业	银行间债券市场	到期	超短期融资债券	江苏省	南京市
011488001.IB	14豫投资SCP001	15	0.74	100	5.2	到期一次还本付息	固定利率		2014/4/23	2014/4/24	2015/1/19						AAA	长期信用评级	联合资信评估有限公司	2015/6/26			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/4/22	2014/4/24	2014/4/25	余额包销		河南投资集团有限公司	地方国有企业	银行间债券市场	到期	超短期融资债券	河南省	郑州市
031490264.IB	14龙控PPN001	3	0.75	100	7	到期一次还本付息	固定利率		2014/4/17	2014/4/18	2015/1/18						AA	长期信用评级	联合信用评级有限公司	2015/8/27			FALSE	可选消费	消费者服务Ⅱ	酒店、餐馆与休闲Ⅲ	酒店、度假村与豪华游轮	2014/4/21			余额包销		龙城旅游控股集团有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	江苏省	常州市
1282017.IB	12甘公投MTN1	8	3	100	5.77	附息	固定利率	1年1次	2012/1/16	2012/1/17	2015/1/17		AA+	长期信用评级	大公国际资信评估有限公司	2014/6/18	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/7/14			FALSE	工业	运输	交通基础设施	公路与铁路	2012/1/9	2012/1/17	2012/1/18	余额包销		甘肃省公路航空旅游投资集团有限公司	地方国有企业	银行间债券市场	到期	一般中期票据	甘肃省	兰州市
031490018.IB	14株国投PPN001	5	1	100	7.98	到期一次还本付息	固定利率		2014/1/16	2014/1/17	2015/1/17						AA	长期信用评级	中诚信证券评估有限公司	2015/7/17			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/1/20			余额包销		株洲市国有资产投资控股集团有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	湖南省	株洲市
031490019.IB	14闽漳龙PPN001	5	1	100	8	到期一次还本付息	固定利率		2014/1/16	2014/1/17	2015/1/17						AA+	长期信用评级	联合资信评估有限公司	2015/9/15			FALSE	工业	运输	交通基础设施	公路与铁路	2014/1/20			余额包销		福建漳龙集团有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	福建省	漳州市
041460001.IB	14渝江北嘴CP001	20	1	100	6.7	到期一次还本付息	固定利率		2014/1/15	2014/1/16	2015/1/16		A-1	短期信用评级	联合资信评估有限公司	2014/7/15	AA+	长期信用评级	联合资信评估有限公司	2015/7/24			FALSE	金融	房地产	房地产管理与开发	房地产开发	2014/1/10	2014/1/16	2014/1/17	余额包销		重庆市江北嘴中央商务区投资集团有限公司	地方国有企业	银行间债券市场	到期	一般短期融资券	重庆	重庆市
031490005.IB	14郑州路桥PPN001	2.5	1	100	8.4	到期一次还本付息	固定利率		2014/1/13	2014/1/15	2015/1/15						AA-	长期信用评级	大公国际资信评估有限公司	2015/7/23			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/1/17			余额包销		郑州路桥建设投资集团有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	河南省	郑州市
041460068.IB	14惠天CP001	2	0.49	100	5.2	到期一次还本付息	固定利率		2014/7/16	2014/7/17	2015/1/13		A-1	短期信用评级	中诚信国际信用评级有限责任公司	2014/9/5	AA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/10			FALSE	公用事业	公用事业Ⅱ	复合型公用事业Ⅲ	复合型公用事业	2014/7/9	2014/7/17	2014/7/18	余额包销		沈阳惠天热电股份有限公司	地方国有企业	银行间债券市场	到期	一般短期融资券	辽宁省	沈阳市
1282011.IB	12津水集MTN1	5	3	100	6.63	附息	固定利率	1年1次	2012/1/11	2012/1/12	2015/1/12		AA	长期信用评级	大公国际资信评估有限公司	2014/7/28	AA	长期信用评级	大公国际资信评估有限公司	2015/7/21			FALSE	公用事业	公用事业Ⅱ	水务Ⅲ	水务	2012/1/4	2012/1/12	2012/1/13	余额包销		天津市自来水集团有限公司	地方国有企业	银行间债券市场	到期	一般中期票据	天津	天津市
041454002.IB	14川交投CP001	35	1	100	6.59	到期一次还本付息	固定利率		2014/1/9	2014/1/10	2015/1/10		A-1	短期信用评级	中诚信国际信用评级有限责任公司	2014/7/8	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/5/28			FALSE	工业	运输	交通基础设施	公路与铁路	2014/1/6	2014/1/10	2014/1/13	余额包销		四川省交通投资集团有限责任公司	地方国有企业	银行间债券市场	到期	一般短期融资券	四川省	成都市
041453003.IB	14宁城建CP001	6	1	100	6.55	到期一次还本付息	固定利率		2014/1/6	2014/1/7	2015/1/7		A-1	短期信用评级	中诚信国际信用评级有限责任公司	2014/6/27	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29			FALSE	金融	多元金融	多元金融服务	多领域控股	2013/12/31	2014/1/7	2014/1/8	余额包销		南京市城市建设投资控股(集团)有限责任公司	地方国有企业	银行间债券市场	到期	一般短期融资券	江苏省	南京市
1182404.IB	11厦港务MTN1	4	3	100	6.77	附息	固定利率	1年1次	2011/12/28	2011/12/29	2014/12/29		AAA	长期信用评级	联合资信评估有限公司	2014/6/11	AAA	长期信用评级	联合资信评估有限公司	2015/7/30			FALSE	工业	运输	交通基础设施	海港与服务	2011/12/21	2011/12/29	2011/12/30	余额包销		厦门港务控股集团有限公司	地方国有企业	银行间债券市场	到期	一般中期票据	福建省	厦门市
041364047.IB	13青岛城投CP002	20	1	100	6.8	到期一次还本付息	固定利率		2013/12/26	2013/12/27	2014/12/27		A-1	短期信用评级	大公国际资信评估有限公司	2014/6/26	AAA	长期信用评级	大公国际资信评估有限公司	2015/8/21			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2013/12/19	2013/12/27	2013/12/30	余额包销		青岛城市建设投资(集团)有限责任公司	地方国有企业	银行间债券市场	到期	一般短期融资券	山东省	青岛市
041372008.IB	13绵阳投控CP001	5	1	100	7.35	到期一次还本付息	固定利率		2013/12/26	2013/12/27	2014/12/27		A-1	短期信用评级	联合资信评估有限公司	2014/6/25	AA+	长期信用评级	鹏元资信评估有限公司	2015/9/30			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2013/12/19	2013/12/27	2013/12/30	余额包销		绵阳市投资控股(集团)有限公司	地方国有企业	银行间债券市场	到期	一般短期融资券	四川省	绵阳市
031490224.IB	14外高桥PPN002	2	0.74	100	5.5	到期一次还本付息	固定利率		2014/3/31	2014/4/1	2014/12/27						AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/7/23			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/4/2			余额包销		上海外高桥资产管理有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	上海	上海市
031290129.IB	12杭城建PPN002	10	2	100	6	附息	固定利率	1年1次	2012/12/25	2012/12/26	2014/12/26						AAA	长期信用评级	联合资信评估有限公司	2015/6/26			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2012/12/27			余额包销		杭州市城市建设投资集团有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	浙江省	杭州市
0982169.IB	09宁国资MTN1	10	5	100	6.44	附息	累进利率	1年1次	2009/12/24	2009/12/25	2014/12/25		AAA	长期信用评级	中诚信国际信用评级有限责任公司	2014/7/24	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/28			FALSE	金融	多元金融	多元金融服务	多领域控股	2009/12/17	2009/12/25	2009/12/28	余额包销		南京市国有资产投资管理控股(集团)有限责任公司	地方国有企业	银行间债券市场	到期	一般中期票据	江苏省	南京市
031390418.IB	13晋开投PPN002	1	1	100	7.99	到期一次还本付息	固定利率		2013/12/24	2013/12/25	2014/12/25						AA	长期信用评级	联合资信评估有限公司	2015/6/26			FALSE	工业	运输	交通基础设施	公路与铁路	2013/12/26			余额包销		山西省交通开发投资集团有限公司	地方国有企业	等待银行间或交易所上市	到期	定向工具	山西省	太原市
